dataset,time_s,time_s_raw,t_min,T_bulk_mean_C,T_coil_mean_C,DeltaT_C,P_bath_W,P_HX_W,P_HX_W_m2,UA_corr_W_per_K,UA_per_area_W_per_m2K,valve_state
mixed,262.796,328.109,4.379933333333333,16.82,16.11,0.7100000000000009,141.99603674248846,141.99603674248846,1183.3003061874037,199.9944179471666,1666.6201495597218,1
mixed,263.891,329.204,4.398183333333334,16.82,16.137500000000003,0.6824999999999974,140.8321606670622,140.8321606670622,1173.601338892185,206.34748815686845,1719.5624013072372,1
mixed,264.987,330.3,4.41645,16.72,16.0525,0.6675000000000004,139.33583980715457,139.33583980715457,1161.1319983929548,208.74283117176702,1739.5235930980587,1
mixed,266.084,331.397,4.434733333333333,16.83,16.025,0.8049999999999997,143.57529412676865,143.57529412676865,1196.4607843897388,178.3544026419487,1486.2866886829058,1
mixed,267.17900000000003,332.492,4.452983333333334,16.73,16.035,0.6950000000000003,139.3362156863733,139.3362156863733,1161.1351307197774,200.48376357751545,1670.6980298126289,1
mixed,268.276,333.589,4.471266666666667,16.72,15.995000000000001,0.7249999999999979,140.88731763817225,140.88731763817225,1174.060980318102,194.3273346733416,1619.39445561118,1
mixed,269.372,334.685,4.489533333333333,16.78,16.0,0.7800000000000011,139.22546512217968,139.22546512217968,1160.2122093514974,178.49418605407627,1487.4515504506355,1
mixed,270.467,335.78,4.507783333333333,16.7,16.035,0.6649999999999991,146.76159026722473,146.76159026722473,1223.0132522268727,220.69412070259386,1839.1176725216155,1
mixed,271.564,336.877,4.526066666666667,16.72,15.954999999999998,0.7650000000000006,137.28555613147705,137.28555613147705,1144.046301095642,179.4582433091202,1495.4853609093352,1
mixed,272.66,337.973,4.544333333333333,16.66,15.975000000000001,0.6849999999999987,134.73663524433655,134.73663524433655,1122.8052937028046,196.69581787494425,1639.1318156245354,1
mixed,273.755,339.068,4.562583333333333,16.69,15.982500000000002,0.7074999999999996,132.8527868078837,132.8527868078837,1107.1065567323642,187.77779054117846,1564.8149211764871,1
mixed,274.85200000000003,340.165,4.580866666666667,16.7,15.92,0.7799999999999994,137.28566569954953,137.28566569954953,1144.0472141629127,176.00726371737133,1466.7271976447612,1
mixed,275.94800000000004,341.261,4.5991333333333335,16.6,16.0,0.6000000000000014,137.8119342798033,137.8119342798033,1148.4327856650275,229.68655713300495,1914.0546427750414,1
mixed,277.043,342.356,4.617383333333334,16.63,15.9025,0.7274999999999991,138.86469029885026,138.86469029885026,1157.205752490419,190.87929937986314,1590.6608281655263,1
mixed,278.14,343.453,4.635666666666666,16.67,15.935,0.7350000000000012,143.76867693956228,143.76867693956228,1198.0723078296858,195.60364209464225,1630.0303507886856,1
mixed,279.236,344.549,4.653933333333333,16.61,15.8625,0.7474999999999987,148.5341601497256,148.5341601497256,1237.7846679143802,198.7079065548172,1655.8992212901435,1
mixed,280.332,345.645,4.6722,16.69,15.809999999999999,0.8800000000000026,151.00003795746164,151.00003795746164,1258.3336496455138,171.59095222438773,1429.9246018698977,1
mixed,281.428,346.741,4.690466666666667,16.65,15.81,0.8399999999999981,154.57421577616662,154.57421577616662,1288.1184648013887,184.01692354305592,1533.4743628587994,1
mixed,282.524,347.837,4.708733333333333,16.65,15.7625,0.8874999999999993,163.19104920036156,163.19104920036156,1359.925410003013,183.8772385356188,1532.3103211301568,1
mixed,283.62100000000004,348.934,4.7270166666666675,16.6,15.705000000000002,0.8949999999999996,166.1558184750505,166.1558184750505,1384.631820625421,185.64895919000065,1547.074659916672,1
mixed,284.716,350.029,4.745266666666667,16.66,15.805000000000001,0.8549999999999986,173.71997407832694,173.71997407832694,1447.6664506527245,203.18125623196167,1693.1771352663472,1
mixed,285.812,351.125,4.763533333333333,16.65,15.719999999999999,0.9299999999999997,174.41234102470432,174.41234102470432,1453.4361752058694,187.54015163946707,1562.834596995559,1
mixed,286.909,352.222,4.781816666666667,16.6,15.7475,0.8525000000000009,173.7753720147818,173.7753720147818,1448.1281001231816,203.8420786097145,1698.6839884142876,1
mixed,288.004,353.317,4.800066666666667,16.52,15.75,0.7699999999999996,178.73528370731376,178.73528370731376,1489.4606975609481,232.12374507443357,1934.3645422869465,1
mixed,289.1,354.413,4.818333333333333,16.6,15.637500000000001,0.9625000000000004,173.96903255146813,173.96903255146813,1449.741937928901,180.74704680672008,1506.2253900560006,1
mixed,290.197,355.51,4.836616666666667,16.55,15.655000000000001,0.8949999999999996,177.04443915372954,177.04443915372954,1475.3703262810795,197.81501581422305,1648.4584651185255,1
mixed,291.29200000000003,356.605,4.854866666666667,16.59,15.684999999999999,0.9050000000000011,177.29375942058826,177.29375942058826,1477.447995171569,195.90470654208622,1632.539221184052,1
mixed,292.38800000000003,357.701,4.8731333333333335,16.45,15.6625,0.7874999999999996,176.87766593882344,176.87766593882344,1473.9805494901955,224.60655992231557,1871.721332685963,1
mixed,293.485,358.798,4.891416666666667,16.61,15.634999999999998,0.9750000000000014,179.14972975207607,179.14972975207607,1492.914414600634,183.7433125662316,1531.1942713852634,1
mixed,294.581,359.894,4.909683333333334,16.55,15.6575,0.8925000000000001,179.6485801139171,179.6485801139171,1497.0715009493092,201.28692449738608,1677.3910374782174,1
mixed,295.676,360.989,4.927933333333333,16.52,15.6375,0.8825000000000003,182.3910398885215,182.3910398885215,1519.925332404346,206.67539930710646,1722.2949942258872,1
mixed,296.773,362.086,4.946216666666667,16.46,15.565000000000001,0.8949999999999996,184.5247443641908,184.5247443641908,1537.7062030349234,206.17289873093955,1718.1074894244964,1
mixed,297.869,363.182,4.964483333333334,16.48,15.5775,0.9024999999999999,183.69390894103537,183.69390894103537,1530.7825745086282,203.53895727538548,1696.1579772948792,1
mixed,298.96500000000003,364.278,4.98275,16.43,15.575000000000001,0.8549999999999986,187.43397777861426,187.43397777861426,1561.9498148217856,219.22102664165445,1826.8418886804538,1
mixed,300.06100000000004,365.374,5.0010166666666676,16.39,15.525,0.8650000000000002,190.67621899581744,190.67621899581744,1588.968491631812,220.4349352552802,1836.9577937940019,1
mixed,301.15700000000004,366.47,5.019283333333334,16.37,15.555,0.8150000000000013,190.4267637234026,190.4267637234026,1586.8896976950216,233.65247082626047,1947.1039235521707,1
mixed,302.253,367.566,5.0375499999999995,16.43,15.510000000000002,0.9199999999999982,191.28562787494357,191.28562787494357,1594.046898957863,207.91916073363473,1732.6596727802894,1
mixed,303.349,368.662,5.055816666666667,16.36,15.545000000000002,0.8149999999999977,184.77463442981698,184.77463442981698,1539.788620248475,226.71734285867177,1889.3111904889315,1
mixed,304.445,369.758,5.074083333333333,16.34,15.51,0.8300000000000001,184.9403912307567,184.9403912307567,1541.1699269229725,222.81974847079118,1856.8312372565933,1
mixed,305.541,370.854,5.09235,16.38,15.5475,0.8324999999999996,183.7491873398358,183.7491873398358,1531.243227831965,220.71974455235542,1839.3312046029619,1
mixed,306.637,371.95,5.110616666666667,16.34,15.524999999999999,0.8150000000000013,185.21719735444137,185.21719735444137,1543.4766446203448,227.26036485207493,1893.8363737672912,1
mixed,307.733,373.046,5.1288833333333335,16.34,15.552499999999998,0.7875000000000014,181.36564905211213,181.36564905211213,1511.3804087676012,230.30558609791976,1919.2132174826647,1
mixed,308.829,374.142,5.14715,16.34,15.567499999999999,0.7725000000000009,177.23772512225082,177.23772512225082,1476.9810426854235,229.43394837831795,1911.9495698193164,1
mixed,309.925,375.238,5.165416666666667,16.32,15.48,0.8399999999999999,175.71372877438372,175.71372877438372,1464.2810731198645,209.18301044569495,1743.1917537141246,1
mixed,311.022,376.335,5.1837,16.36,15.4725,0.8874999999999993,181.3934902702738,181.3934902702738,1511.6124189189484,204.3870312904495,1703.225260753746,1
mixed,312.118,377.431,5.201966666666666,16.3,15.4425,0.8574999999999999,181.6709702634319,181.6709702634319,1513.924752195266,211.86118981158242,1765.5099150965202,1
mixed,313.213,378.526,5.220216666666667,16.34,15.39,0.9499999999999993,182.75094532357568,182.75094532357568,1522.9245443631307,192.3694161300798,1603.0784677506651,1
mixed,314.31,379.623,5.2385,16.27,15.405000000000001,0.8649999999999984,179.56471410686322,179.56471410686322,1496.3726175571935,207.58926486342605,1729.9105405285504,1
mixed,315.406,380.719,5.256766666666667,16.28,15.399999999999999,0.8800000000000026,183.61065964273794,183.61065964273794,1530.0888303561496,208.64847686674705,1738.737307222892,1
mixed,316.50100000000003,381.814,5.275016666666668,16.27,15.3025,0.9674999999999994,176.68374700609428,176.68374700609428,1472.364558384119,182.61885995461952,1521.8238329551627,1
mixed,317.598,382.911,5.2933,16.27,15.329999999999998,0.9400000000000013,175.04881558878466,175.04881558878466,1458.7401299065389,186.22214424338767,1551.8512020282308,1
mixed,318.694,384.007,5.311566666666667,16.23,15.285,0.9450000000000003,171.9741883795451,171.9741883795451,1433.1182364962092,181.9832681265027,1516.5272343875226,1
mixed,319.789,385.102,5.329816666666667,16.25,15.2925,0.9574999999999996,171.03194626859081,171.03194626859081,1425.2662189049236,178.6234425781628,1488.5286881513568,1
mixed,320.886,386.199,5.3481000000000005,16.25,15.264999999999999,0.9850000000000012,167.18060365640343,167.18060365640343,1393.1716971366952,169.72650117401344,1414.3875097834452,1
mixed,321.982,387.295,5.366366666666667,16.21,15.2375,0.9725000000000001,167.7900379563633,167.7900379563633,1398.2503163030276,172.53474339985942,1437.7895283321618,1
mixed,323.07800000000003,388.391,5.384633333333334,16.21,15.254999999999999,0.9550000000000018,170.06189613993595,170.06189613993595,1417.1824678327996,178.07528391616296,1483.960699301358,1
mixed,324.17400000000004,389.487,5.402900000000001,16.23,15.2275,1.0025000000000013,174.02389304010563,174.02389304010563,1450.199108667547,173.58991824449419,1446.5826520374517,1
mixed,325.27000000000004,390.583,5.421166666666667,16.26,15.23,1.0300000000000011,173.33128725365077,173.33128725365077,1444.4273937804232,168.28280315888406,1402.3566929907006,1
mixed,326.367,391.68,5.43945,16.16,15.134999999999998,1.0250000000000021,175.38167458645543,175.38167458645543,1461.5139548871286,171.10407276727324,1425.8672730606104,1
mixed,327.462,392.775,5.4577,16.16,15.165,0.995000000000001,177.45984316340554,177.45984316340554,1478.832026361713,178.3516011692516,1486.2633430770968,1
mixed,328.558,393.871,5.475966666666666,16.14,15.145,0.995000000000001,180.00904108965665,180.00904108965665,1500.0753424138054,180.91360913533313,1507.6134094611095,1
mixed,329.65500000000003,394.968,5.49425,16.15,15.06,1.089999999999998,179.62148137379526,179.62148137379526,1496.8456781149605,164.79034988421614,1373.2529157018012,1
mixed,330.75,396.063,5.5125,16.14,15.0725,1.0675000000000008,181.4781786664122,181.4781786664122,1512.318155553435,170.00297767345393,1416.691480612116,1
mixed,331.846,397.159,5.530766666666667,16.12,15.082500000000001,1.0374999999999996,184.85829656397712,184.85829656397712,1540.4858046998095,178.17667138696595,1484.805594891383,1
mixed,332.943,398.256,5.549049999999999,16.05,15.087500000000002,0.9624999999999986,188.01736071646638,188.01736071646638,1566.8113393038866,195.34271243269265,1627.8559369391055,1
mixed,334.038,399.351,5.5673,16.04,15.044999999999998,0.995000000000001,190.84333537444977,190.84333537444977,1590.3611281204148,191.80234710999957,1598.3528925833298,1
mixed,335.135,400.448,5.585583333333333,16.05,14.979999999999999,1.070000000000002,193.3362710748364,193.3362710748364,1611.1355922903033,180.68810380825795,1505.7341984021496,1
mixed,336.231,401.544,5.6038499999999996,16.06,14.947499999999998,1.1125000000000007,193.2814773071154,193.2814773071154,1610.6789775592952,173.73615937718228,1447.8013281431856,1
mixed,337.326,402.639,5.6221000000000005,16.05,14.8425,1.2075000000000014,193.5863496396129,193.5863496396129,1613.2195803301076,160.3199582936751,1335.9996524472926,1
mixed,338.423,403.736,5.640383333333333,16.06,14.8675,1.192499999999999,193.2256327635471,193.2256327635471,1610.2136063628927,162.03407359626607,1350.2839466355506,1
mixed,339.519,404.832,5.65865,16.0,14.815000000000001,1.1849999999999987,196.05198229489804,196.05198229489804,1633.7665191241504,165.4447107973825,1378.7059233115208,1
mixed,340.61400000000003,405.927,5.676900000000001,16.03,14.85,1.1800000000000015,200.7622651508802,200.7622651508802,1673.0188762573353,170.13751283972877,1417.8126069977397,1
mixed,341.711,407.024,5.6951833333333335,16.03,14.7775,1.2525000000000013,203.97590873583684,203.97590873583684,1699.799239465307,162.85501695475978,1357.125141289665,1
mixed,342.807,408.12,5.71345,16.04,14.792499999999999,1.2475000000000005,204.64131252484032,204.64131252484032,1705.344271040336,164.04113228444106,1367.0094357036755,1
mixed,343.903,409.216,5.731716666666667,15.99,14.79,1.200000000000001,204.97363458235665,204.97363458235665,1708.1136215196389,170.81136215196372,1423.428017933031,1
mixed,344.999,410.312,5.749983333333334,15.98,14.747500000000002,1.2324999999999982,205.02894130719588,205.02894130719588,1708.574510893299,166.35208219650806,1386.2673516375673,1
mixed,346.095,411.408,5.76825,15.95,14.774999999999999,1.1750000000000007,207.63334017856565,207.63334017856565,1730.2778348213803,176.70922568388556,1472.5768806990463,1
mixed,347.19100000000003,412.504,5.786516666666667,15.95,14.767499999999998,1.182500000000001,204.77958274505917,204.77958274505917,1706.4965228754932,173.17512282880253,1443.1260235733544,1
mixed,348.28700000000003,413.6,5.804783333333334,15.95,14.7275,1.2225000000000001,202.06440480753884,202.06440480753884,1683.8700400628236,165.2878566932833,1377.3988057773608,1
mixed,349.38300000000004,414.696,5.82305,15.95,14.705,1.2449999999999992,205.69340317685004,205.69340317685004,1714.1116931404172,165.21558488100416,1376.7965406750347,1
mixed,350.479,415.792,5.841316666666667,15.88,14.747499999999999,1.132500000000002,202.81213366787492,202.81213366787492,1690.1011138989577,179.08356173763758,1492.3630144803133,1
mixed,351.575,416.888,5.859583333333333,15.95,14.772499999999999,1.1775000000000002,203.14488349409078,203.14488349409078,1692.874029117423,172.52219405018323,1437.6849504181937,1
mixed,352.671,417.984,5.87785,15.89,14.747500000000002,1.1424999999999983,203.17224537299435,203.17224537299435,1693.102044774953,177.83128697855113,1481.9273914879261,1
mixed,353.76800000000003,419.081,5.896133333333334,15.84,14.744999999999997,1.0950000000000024,201.17772603192532,201.17772603192532,1676.4810502660443,183.72395071408664,1531.0329226173887,1
mixed,354.863,420.176,5.914383333333333,15.84,14.7,1.1400000000000006,200.59629710171322,200.59629710171322,1671.6358091809436,175.96166412430975,1466.3472010359146,1
mixed,355.959,421.272,5.93265,15.78,14.584999999999999,1.1950000000000003,202.6463372699782,202.6463372699782,1688.7194772498185,169.57852491211563,1413.1543742676304,1
mixed,357.05600000000004,422.369,5.950933333333334,15.82,14.64,1.1799999999999997,203.4774065521376,203.4774065521376,1695.6450546011467,172.43848012893022,1436.9873344077519,1
mixed,358.151,423.464,5.9691833333333335,15.8,14.7225,1.0775000000000006,202.535323581855,202.535323581855,1687.7943631821252,187.9678177093781,1566.3984809114843,1
mixed,359.247,424.56,5.98745,15.84,14.689999999999998,1.1500000000000021,200.90062799895784,200.90062799895784,1674.1718999913155,174.696198259963,1455.8016521663585,1
mixed,360.344,425.657,6.005733333333334,15.82,14.7125,1.1075,204.6411485141556,204.6411485141556,1705.3429042846299,184.7775607351292,1539.8130061260767,1
mixed,361.44,426.753,6.024,15.75,14.66,1.0899999999999999,200.12515593676383,200.12515593676383,1667.7096328063653,183.6010604924439,1530.0088374370325,1
mixed,362.535,427.848,6.04225,15.69,14.6025,1.0875000000000004,197.79718677410537,197.79718677410537,1648.3098897842115,181.88247059687845,1515.6872549739871,1
mixed,363.632,428.945,6.060533333333334,15.73,14.6725,1.057500000000001,200.34644764683867,200.34644764683867,1669.5537303903222,189.4529055762066,1578.774213135055,1
mixed,364.728,430.041,6.0788,15.73,14.6225,1.1075,196.3016525194915,196.3016525194915,1635.847104329096,177.24754177832193,1477.0628481526828,1
mixed,365.824,431.137,6.097066666666667,15.71,14.6175,1.0925000000000011,195.30395218052254,195.30395218052254,1627.532934837688,178.76791961603877,1489.7326634669898,1
mixed,366.92,432.233,6.115333333333334,15.73,14.715,1.0150000000000006,195.58078781397077,195.58078781397077,1629.8398984497564,192.69043134381346,1605.7535945317788,1
mixed,368.016,433.329,6.1336,15.66,14.5775,1.0824999999999996,197.16041420501546,197.16041420501546,1643.0034517084623,182.13433182911365,1517.786098575947,1
mixed,369.112,434.425,6.151866666666667,15.71,14.6875,1.0225000000000009,198.90578795079023,198.90578795079023,1657.548232923252,194.52888797143282,1621.074066428607,1
mixed,370.208,435.521,6.170133333333334,15.65,14.669999999999998,0.9800000000000022,196.9385185326379,196.9385185326379,1641.1543211053158,200.95767197207903,1674.647266433992,1
mixed,371.30400000000003,436.617,6.188400000000001,15.61,14.677499999999998,0.932500000000001,196.91134582407537,196.91134582407537,1640.927881867295,211.1649821169707,1759.7081843080891,1
mixed,372.40000000000003,437.713,6.206666666666667,15.7,14.68,1.0199999999999996,195.886193553733,195.886193553733,1632.3849462811083,192.04528779777752,1600.3773983148128,1
mixed,373.49600000000004,438.809,6.224933333333334,15.64,14.642499999999998,0.9975000000000023,197.35471873719908,197.35471873719908,1644.6226561433257,197.8493420924297,1648.7445174369143,1
mixed,374.592,439.905,6.2432,15.61,14.6025,1.0075000000000003,193.919174654326,193.919174654326,1615.9931221193835,192.47560759734586,1603.9633966445488,1
mixed,375.688,441.001,6.261466666666666,15.63,14.555000000000001,1.0749999999999993,197.35497743186787,197.35497743186787,1644.6248119322322,183.58602551801675,1529.883545983473,1
mixed,376.784,442.097,6.279733333333334,15.6,14.510000000000002,1.089999999999998,202.00925107231492,202.00925107231492,1683.4104256026244,185.3295881397388,1544.4132344978234,1
mixed,377.88,443.193,6.298,15.6,14.4625,1.1374999999999993,197.90897092749574,197.90897092749574,1649.2414243957978,173.98590850768866,1449.8825708974057,1
mixed,378.97700000000003,444.29,6.316283333333334,15.61,14.450000000000001,1.1599999999999984,204.42045191769398,204.42045191769398,1703.5037659807833,176.22452751525367,1468.5377292937806,1
mixed,380.072,445.385,6.334533333333334,15.61,14.442499999999999,1.1675000000000004,206.05487000417804,206.05487000417804,1717.1239167014837,176.4923940078612,1470.76995006551,1
mixed,381.168,446.481,6.3528,15.59,14.4275,1.1624999999999996,207.9117011640421,207.9117011640421,1732.597509700351,178.848775194875,1490.4064599572916,1
mixed,382.265,447.578,6.371083333333333,15.48,14.37,1.1100000000000012,204.31029269126205,204.31029269126205,1702.5857724271839,184.06332674888452,1533.8610562407043,1
mixed,383.36,448.673,6.389333333333334,15.59,14.320000000000002,1.2699999999999978,200.37586587523876,200.37586587523876,1669.7988822936563,157.77627234270795,1314.8022695225663,1
mixed,384.457,449.77,6.407616666666667,15.59,14.302499999999998,1.2875000000000014,207.38556168353932,207.38556168353932,1728.2130140294944,161.0761644143993,1342.3013701199943,1
mixed,385.553,450.866,6.425883333333333,15.45,14.3,1.1499999999999986,211.79177554013356,211.79177554013356,1764.9314628344464,184.1667613392468,1534.72301116039,1
mixed,386.648,451.961,6.444133333333334,15.54,14.257500000000002,1.282499999999997,217.0283740926177,217.0283740926177,1808.5697841051476,169.22290377592063,1410.1908647993387,1
mixed,387.745,453.058,6.462416666666667,15.45,14.19,1.2599999999999998,221.21215423160814,221.21215423160814,1843.4346185967345,175.56520177111761,1463.0433480926467,1
mixed,388.841,454.154,6.480683333333333,15.45,14.267499999999998,1.182500000000001,223.26327260166602,223.26327260166602,1860.5272716805503,188.80615019168357,1573.3845849306965,1
mixed,389.93600000000004,455.249,6.498933333333334,15.41,14.1975,1.2125000000000004,220.43728041989385,220.43728041989385,1836.9773368324488,181.8039426143454,1515.032855119545,1
mixed,391.033,456.346,6.517216666666667,15.41,14.2,1.2100000000000009,222.46004982261732,222.46004982261732,1853.833748521811,183.85128084513815,1532.094007042818,1
mixed,392.129,457.442,6.5354833333333335,15.45,14.155000000000001,1.2949999999999982,221.32424257653705,221.32424257653705,1844.3686881378087,170.90675102435318,1424.2229252029433,1
mixed,393.224,458.537,6.553733333333333,15.39,14.080000000000002,1.3099999999999987,227.11522668361897,227.11522668361897,1892.626889030158,173.37040204856427,1444.7533504047024,1
mixed,394.321,459.634,6.572016666666667,15.38,14.105,1.2750000000000004,233.59896641145315,233.59896641145315,1946.6580534287764,183.21487561682594,1526.790630140216,1
mixed,395.41700000000003,460.73,6.590283333333334,15.38,14.085,1.295,232.21315123275963,232.21315123275963,1935.1095936063302,179.3151746971117,1494.2931224759309,1
mixed,396.51300000000003,461.826,6.60855,15.37,14.085,1.2849999999999984,232.0473075752538,232.0473075752538,1933.727563127115,180.58156231537282,1504.8463526281068,1
mixed,397.60900000000004,462.922,6.6268166666666675,15.28,14.085,1.1949999999999985,233.76559385222205,233.76559385222205,1948.0466154351839,195.61974380939108,1630.1645317449259,1
mixed,398.705,464.018,6.645083333333333,15.28,14.0,1.2799999999999994,232.79550854573432,232.79550854573432,1939.9625712144527,181.87149105135504,1515.595758761292,1
mixed,399.801,465.114,6.663349999999999,15.41,14.047500000000001,1.362499999999999,232.54670439664667,232.54670439664667,1937.889203305389,170.67648029111695,1422.3040024259747,1
mixed,400.897,466.21,6.681616666666667,15.26,14.012500000000001,1.2474999999999987,231.32816943207064,231.32816943207064,1927.7347452672554,185.43340235035743,1545.2783529196454,1
mixed,401.993,467.306,6.699883333333333,15.28,14.0425,1.237499999999999,226.8663214331692,226.8663214331692,1890.5526786097432,183.32632035003587,1527.719336250299,1
mixed,403.089,468.402,6.71815,15.27,13.9375,1.3324999999999996,221.99045859619193,221.99045859619193,1849.9204883015996,166.59696705155122,1388.308058762927,1
mixed,404.185,469.498,6.736416666666667,15.3,13.95,1.3500000000000014,214.4824313713281,214.4824313713281,1787.3535947610674,158.8758750898725,1323.9656257489376,1
mixed,405.281,470.594,6.754683333333333,15.3,13.962499999999999,1.3375000000000021,215.28506704321828,215.28506704321828,1794.0422253601523,160.96079778932182,1341.3399815776818,1
mixed,406.377,471.69,6.77295,15.15,13.9825,1.1675000000000004,216.17172045603988,216.17172045603988,1801.4310038003323,185.15779054050518,1542.9815878375432,1
mixed,407.473,472.786,6.791216666666667,15.23,13.957500000000001,1.272499999999999,210.10398478865613,210.10398478865613,1750.8665399054678,165.11118647438607,1375.9265539532173,1
mixed,408.569,473.882,6.8094833333333336,15.15,13.9625,1.1875,211.5717800985719,211.5717800985719,1763.0981674880993,178.16570955669212,1484.7142463057678,1
mixed,409.665,474.978,6.82775,15.14,13.9825,1.1575000000000006,210.85145548806278,210.85145548806278,1757.0954624005233,182.16108465491374,1518.009038790948,1
mixed,410.76,476.073,6.846,15.17,13.935,1.2349999999999994,215.7279303760187,215.7279303760187,1797.7327531334893,174.67848613442817,1455.6540511202347,1
mixed,411.857,477.17,6.864283333333334,15.21,13.94,1.2700000000000014,213.34453850388732,213.34453850388732,1777.871154199061,167.9878255936119,1399.8985466134325,1
mixed,412.95300000000003,478.266,6.88255,15.17,14.0,1.17,211.84855023370628,211.84855023370628,1765.4045852808856,181.06713695188571,1508.892807932381,1
mixed,414.04900000000004,479.362,6.9008166666666675,15.15,13.940000000000001,1.209999999999999,214.00988753267995,214.00988753267995,1783.4157294389997,176.86767564684308,1473.8972970570258,1
mixed,415.14500000000004,480.458,6.919083333333334,15.06,13.924999999999999,1.1350000000000016,209.49320039437256,209.49320039437256,1745.7766699531048,184.57550695539408,1538.129224628284,1
mixed,416.241,481.554,6.9373499999999995,15.06,13.96,1.0999999999999996,213.0123468944189,213.0123468944189,1775.1028907868242,193.64758808583542,1613.7299007152953,1
mixed,417.338,482.651,6.955633333333334,15.08,13.8975,1.1824999999999992,214.31425896116096,214.31425896116096,1785.9521580096748,181.23827396292694,1510.318949691058,1
mixed,418.433,483.746,6.973883333333333,15.09,13.895,1.1950000000000003,217.88820646487218,217.88820646487218,1815.735053873935,182.333227167257,1519.4435597271417,1
mixed,419.529,484.842,6.99215,15.06,13.8175,1.2424999999999997,217.47233975551327,217.47233975551327,1812.2694979626108,175.02804004467873,1458.5670003723228,1
mixed,420.62600000000003,485.939,7.010433333333334,15.06,13.844999999999999,1.2150000000000016,223.42906476756826,223.42906476756826,1861.908873063069,183.89223437659913,1532.4352864716595,1
mixed,421.721,487.034,7.028683333333333,15.05,13.815000000000001,1.2349999999999994,228.41606826934935,228.41606826934935,1903.4672355779114,184.95228199947326,1541.2690166622772,1
mixed,422.817,488.13,7.04695,15.04,13.802499999999998,1.2375000000000007,223.733474480317,223.733474480317,1864.4456206693085,180.7947268527813,1506.6227237731775,1
mixed,423.914,489.227,7.0652333333333335,15.06,13.810000000000002,1.2499999999999982,222.01460466387715,222.01460466387715,1850.1217055323098,177.61168373110198,1480.09736442585,1
mixed,425.009,490.322,7.083483333333334,15.04,13.87,1.17,216.75028168908057,216.75028168908057,1806.2523474090049,185.25665101630818,1543.8054251359015,1
mixed,426.105,491.418,7.10175,15.08,13.7775,1.3025000000000002,214.11733473291127,214.11733473291127,1784.3111227742606,164.38950843217754,1369.9125702681463,1
mixed,427.202,492.515,7.120033333333334,15.02,13.82,1.1999999999999993,215.52987223899916,215.52987223899916,1796.0822686583265,179.60822686583273,1496.7352238819394,1
mixed,428.298,493.611,7.1383,14.88,13.89,0.9900000000000002,212.87016675336065,212.87016675336065,1773.9180562780055,215.02037045794,1791.8364204828333,1
mixed,429.39300000000003,494.706,7.15655,14.97,13.9525,1.0175,219.40837071919157,219.40837071919157,1828.4030893265965,215.63476237758383,1796.956353146532,1
mixed,430.49,495.803,7.174833333333334,14.95,13.932500000000001,1.0174999999999983,221.51363544653904,221.51363544653904,1845.9469620544921,217.70381862067757,1814.1984885056465,1
mixed,431.586,496.899,7.1931,14.87,13.864999999999998,1.0050000000000008,223.75813808309934,223.75813808309934,1864.6511506924946,222.64491351552155,1855.374279296013,1
mixed,432.68100000000004,497.994,7.21135,14.83,13.885,0.9450000000000003,224.64428976180162,224.64428976180162,1872.0357480150135,237.71882514476354,1980.9902095396963,1
mixed,433.778,499.091,7.229633333333334,14.93,13.835,1.0949999999999989,224.11830965038908,224.11830965038908,1867.652580419909,204.6742553884834,1705.6187949040284,1
mixed,434.874,500.187,7.2479000000000005,14.93,13.722499999999998,1.2075000000000014,219.76894386852405,219.76894386852405,1831.4078655710339,182.00326614370502,1516.6938845308753,1
mixed,435.969,501.282,7.26615,14.84,13.742500000000001,1.0974999999999984,215.0309085322136,215.0309085322136,1791.9242377684468,195.9279348812883,1632.7327906774026,1
mixed,437.06600000000003,502.379,7.284433333333334,14.89,13.7375,1.1524999999999999,211.1241581564406,211.1241581564406,1759.3679846370048,183.18798972359272,1526.5665810299395,1
mixed,438.16200000000003,503.475,7.302700000000001,14.78,13.669999999999998,1.1100000000000012,211.0141047090405,211.0141047090405,1758.4508725753376,190.10279703517142,1584.1899752930951,1
mixed,439.25800000000004,504.571,7.320966666666667,14.8,13.712499999999999,1.0875000000000021,212.48329384516737,212.48329384516737,1770.6941153763948,195.38693686911904,1628.2244739093253,1
mixed,440.354,505.667,7.3392333333333335,14.73,13.71,1.0199999999999996,211.45742901893055,211.45742901893055,1762.1452418244214,207.31120492052023,1727.5933743376686,1
mixed,441.45,506.763,7.3575,14.78,13.71,1.0699999999999985,213.4523835523922,213.4523835523922,1778.7698629366018,199.48820892746963,1662.4017410622469,1
mixed,442.546,507.859,7.375766666666666,14.73,13.6725,1.057500000000001,215.53115291360004,215.53115291360004,1796.092940946667,203.81196493011805,1698.4330410843172,1
mixed,443.642,508.955,7.394033333333334,14.72,13.719999999999999,1.0000000000000018,214.3669240819365,214.3669240819365,1786.3910340161376,214.36692408193613,1786.3910340161344,1
mixed,444.738,510.051,7.4123,14.73,13.725,1.0050000000000008,213.95152102422506,213.95152102422506,1782.9293418685422,212.88708559624368,1774.059046635364,1
mixed,445.83500000000004,511.148,7.430583333333334,14.8,13.7,1.1000000000000014,215.33772039277403,215.33772039277403,1794.481003273117,195.76156399343068,1631.3463666119223,1
